,event_date,source_name,source_link,event_id,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,AR_CAT,kidmap
198,2015-04-01 00:00:00,Tribune,http://tribune.com.pk/story/863341/natures-wrath-several-people-left-homeless-as-landslide-hits-skardu/,7188.0,,Borgay Kushmara area of Skardu,"According to locals, the landslide hit the region on Wednesday. At least seven houses were damaged while over three dozen trees were swept away.",Borgay Kushmara area of Skardu,5km,landslide,continuous_rain,medium,urban,0.0,0.0,,,,glc,7188.0,Pakistan,PK,Gilgit-Baltistan,2100.0,Skārdu,0.94109,07/14/2015 03:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.6394,35.2817,1.0,114920.0
199,2013-02-22 00:00:00,www.ndtv.com,http://www.ndtv.com/article/cities/landslides-cause-closure-of-jammu-srinagar-highway-334315,4764.0,,Jammu Srinagar Roadways - Between Banihal And Patnitop,"The 300-km-long Jammu-Srinagar highway, the only lifeline to Kashmir Valley, closed again on Friday as landslides caused by heavy rain and snow sent large boulders shooting down.",Jammu Srinagar Roadways - Between Banihal And Patnitop,unknown,landslide,snowfall_snowmelt,medium,unknown,,,,,,glc,4764.0,India,IN,Kashmir,3278.0,Banihāl,2.29119,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2027,33.4372,3.0,107830.0
200,2015-02-19 23:00:00,Business Standard,http://www.business-standard.com/article/pti-stories/two-labourers-killed-in-landslide-115022000437_1.html,6786.0,,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.","Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",,5km,landslide,mining,medium,mine,2.0,1.0,,,,glc,6786.0,India,IN,Assam,31031.0,Hailākāndi,8.09941,02/22/2015 07:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.562,24.6108,,
201,2017-04-06 13:19:00,Dailyworld,https://dailyworld.in/houses-damaged-in-landslide-in-imphal/,11152.0,,Landslide in Sirakhong,Significant landslide on slope under buildings damages four houses and a playground in Sirakhong,"Sirakhong, Ukhrul Central, Ukhrul, Manipur State, India",exact,landslide,unknown,medium,urban,0.0,0.0,,https://i0.wp.com/dailyworld.in/wp-content/uploads/Houses-damaged-in-landslide-in-Imphal.jpg?w=600&ssl=1,,,,,,,,,,08/04/2017 01:19:00 PM,12/20/2017 03:39:00 PM,02/15/2018 03:51:00 PM,94.23757741,25.08303063,,
202,2017-04-06 13:19:00,Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10073.0,,Rockfall on NH-7 in Gulabkoti,Continuous rain triggers rockfall that closes NH-7 at Gulabkoti,"Gulabkoti, Chamoli, Uttarakhand, India",5km,rock_fall,continuous_rain,small,above_road,0.0,0.0,,,,,,,,,,,,08/03/2017 01:19:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.48751264,30.50415824,,
203,2017-04-06 13:19:00,Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10070.0,,Landslide blocks NH-34 at Bharoghati,Night of heavy rains and snowfall triggers landslide that blocks road at Bharoghati,"Bharoghati, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 01:19:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.88449525,31.01260519,,
204,2017-04-06 13:19:00,Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10069.0,,Landslide on NH-34 at Dharashu,Night of heavy rains and snowfall triggers landslide that blocks road at Dharashu,"Dharashu, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 01:19:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.3157525,30.61461423,,
205,2017-04-06 13:19:00,The Express Tribune,https://tribune.com.pk/story/1376728/snow-rain-april-six-injured-g-b-landslides/,10936.0,,Rockfall along Karakoram Highway in Diamer Valley,"Boulder from heavy rainfall-triggered rockfall in Diamer Valley hits car, none injured","Diamer Valley, Gilgit Baltistan, Pakistan",50km,rock_fall,rain,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 01:19:00 PM,12/08/2017 07:33:00 PM,02/15/2018 03:51:00 PM,73.98356806,35.44377033,,
206,2017-04-06 13:19:00,The Express Tribune,https://tribune.com.pk/story/1376728/snow-rain-april-six-injured-g-b-landslides/,10926.0,,Rockfall on Karakoram Highway in Ghizer Valley injures 5,"Boulder from heavy rainfall-triggered rockfall in Sharote (??) area of Ghizer Valley hits car, injures 5","Sharote (??), Ghizer Valley, Gilgit Baltistan, Pakistan",50km,rock_fall,rain,small,above_road,0.0,5.0,,,,,,,,,,,,08/04/2017 01:19:00 PM,12/08/2017 04:31:00 PM,02/15/2018 03:51:00 PM,73.29837013,36.21630141,,
207,2017-04-06 13:19:00,ChandigarhX,http://chandigarhx.com/landslide-in-shimla-new-bus-stand-area-is-closed/,10858.0,,Landslide on Shimla-Kalka National Highway in Shimla,"After days of incessant rainfall, landslide causes road to cave in near bus terminal in Shimla","ISBT, Shimla, India",exact,landslide,continuous_rain,medium,below_road,0.0,0.0,,http://chandigarhx.com/wp-content/uploads/2017/04/ximage-1.jpg.pagespeed.ic.3nq65wQIQ_.webp,Video in link,,,,,,,,,08/03/2017 01:19:00 PM,12/05/2017 07:00:00 PM,02/15/2018 03:51:00 PM,77.15163968,31.09793945,,
208,2017-04-06 13:19:00,The Express Tribune,https://tribune.com.pk/story/1375746/five-killed-karachi-landslide/,10946.0,,Fatal rockfall in Gulshan-e Gahzi,"Boulder from rockfall in Gulshan-e Gahzi neighborhood of Karachi crushes house, kills 5 and wounds 3.","Gulshan-e Gahzi, Karachi, Pakistan",1km,rock_fall,unknown,medium,urban,5.0,3.0,,https://c.tribune.com.pk/2017/04/1375746-image-1491496000-510-640x480.gif,,,,,,,,,,08/03/2017 01:19:00 PM,12/08/2017 07:55:00 PM,02/15/2018 03:51:00 PM,66.97197288,24.93295141,,
209,2007-03-25 00:00:00,Red Cross - Field reports,http://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2675,44.0,,Loyoba village blocked part of the road (500 metres) between Garm and Navobod settlements,24 households under threat,Loyoba village blocked part of the road (500 metres) between Garm and Navobod settlements,25km,landslide,downpour,small,below_road,8.0,,,,,glc,44.0,Tajikistan,TJ,,1115.0,Darband,22.77523,01/07/2016 09:19:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,70.1951,39.0071,3.0,88295.0
210,2012-02-19 07:00:00,sananews,http://www.sananews.net/english/2012/02/4-of-a-family-among-6-killed-on-highway/,4210.0,,"Khooni Nullah on the Srinagar-Jammu Highway, Ramban District","RAMBAN/SRINAGAR, (SANA): Six people including four of a family were killed in a mishap at Khooni Nullah on the Srinagar-Jammu Highway. Police said that a van bearing registration number JK04A-8621 came under shooting stones and landslides this morning, resulting in the death of six persons and injuries to four others traveling in the vehicle. “The occupants in the van were trapped under heavy boulders and stones,” witnesses said, adding that six of the injured who were taken to district hospital Ramban where they were declared brought dead. ","Khooni Nullah on the Srinagar-Jammu Highway, Ramban District",10km,complex,unknown,medium,unknown,6.0,,,,,glc,4210.0,India,IN,Kashmir,7317.0,Rāmban,0.69501,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2441,33.2361,,
211,2008-01-07 00:00:00,tribuneindia,http://www.tribuneindia.com/2008/20080108/j&k.htm,416.0,,"between Banihal and Batote, Udhampur, National Highway, Jammu",multiple slides all along the highway,"between Banihal and Batote, Udhampur, National Highway, Jammu",25km,landslide,rain,medium,unknown,,,,,,glc,416.0,India,IN,Kashmir,3278.0,Banihāl,2.06191,09/15/2014 03:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.1923,33.4341,1.0,90945.0
212,2010-02-26 00:00:00,dawn,http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/provinces/04-shangla-landslide-qs-02,1527.0,,"Alpuri Tehsil, Shangla District","Five people, including a woman and four children, were killed when a mud avalanche fell on their house in Alpuri.","Alpuri Tehsil, Shangla District",50km,landslide,rain,medium,unknown,5.0,,,,,glc,1527.0,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Alpūrai,2.27173,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.6459,34.9033,2.0,97943.0
213,2017-04-08 13:19:00,Greater Kashmir,http://www.greaterkashmir.com/news/kashmir/kashmir-highway-closed-due-to-landslides/245940.html,10820.0,,Landslide on NH-44 at Hingi,Landslide on road at Hingi following continuous rains lasting several days,"Hingi (??), Ramban, Jammu & Kashmir",50km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 01:19:00 PM,12/05/2017 06:40:00 PM,02/15/2018 03:51:00 PM,75.20596208,33.40832011,,
214,2017-04-08 13:19:00,Greater Kashmir,http://www.greaterkashmir.com/news/kashmir/kashmir-highway-closed-due-to-landslides/245940.html,10852.0,,Landslide blocks NH-44 at Panthiyal,Landslide on road at Panthiyal following continuous rains lasting several days,"Jammu Udhampur Road, Udhampur Sub-District, Udhampur, Jammu & Kashmir, 182121",5km,landslide,continuous_rain,small,above_road,0.0,0.0,,http://www.greaterkashmir.com/cms/gall_content/2017/4/2017_4$largeimg208_Apr_2017_101534033.jpg,,,,,,,,,,08/04/2017 01:19:00 PM,12/05/2017 06:52:00 PM,02/15/2018 03:51:00 PM,74.9648329,32.95544044,,
215,2017-04-08 13:19:00,State Times,https://news.statetimes.in/landslide-shuts-batote-doda-kishtwar-nh/,10848.0,,Landslide on Batote-Doda-Kishtwar National Highway,"Landslide above road near Assar totally blocks road, road closed","near Assar, Doda, Jammu & Kashmir",10km,landslide,unknown,medium,above_road,0.0,0.0,,https://news.statetimes.in/wp-content/uploads/2017/04/Batote-Doda-Kishtwar-NH1B-blocked-at-Dansal-area-1.png,,,,,,,,,,08/03/2017 01:19:00 PM,12/05/2017 06:46:00 PM,02/15/2018 03:51:00 PM,75.40856188,33.12172879,,
216,2017-04-08 13:19:00,State Times,https://news.statetimes.in/landslide-shuts-batote-doda-kishtwar-nh/,10851.0,,Landslide on Batote-Doda-Kishtwar National Highway,"Landslide above road near Assar totally blocks road, road closed","near Assar, Doda, Jammu & Kashmir",10km,landslide,unknown,medium,above_road,0.0,0.0,,https://news.statetimes.in/wp-content/uploads/2017/04/Batote-Doda-Kishtwar-NH1B-blocked-at-Dansal-area-1.png,,,,,,,,,,08/03/2017 01:19:00 PM,12/05/2017 06:48:00 PM,02/15/2018 03:51:00 PM,75.40856188,33.12172879,,
217,2017-04-10 13:34:00,AKI Press,https://akipress.com/news:591086,10915.0,,Landslide occurs near Isfana-Sulukta road,"Landslide near """"clean-up works"""" hampers apparent repair efforts along road","Isfana-Sulukta Road, Batken, Kyrgyzstan",5km,landslide,rain,small,above_road,0.0,0.0,,,"All info gleaned from single fragment, article is behind a paywall.",,,,,,,,,07/28/2017 01:34:00 PM,12/08/2017 04:19:00 PM,02/15/2018 03:51:00 PM,69.50912023,39.90952566,,
218,2015-01-20 00:00:00,Dawn,http://www.dawn.com/news/1158436/landslide-kills-two-mine-workers-in-balochistan,6729.0,,the chromite mine of Khanozai,"“A group of miners working in the chromite mine of Khanozai were stuck because of the landslip and two of them died and three were injured,” Mohammad Ismail, a senior official of the local administration said.",the chromite mine of Khanozai,5km,landslide,downpour,medium,mine,2.0,3.0,,,,glc,6729.0,Pakistan,PK,Balochistān,7630.0,Alik Ghund,20.0553,01/29/2015 05:27:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,67.3799,30.6218,1.0,114349.0
219,2017-04-05 13:19:00,Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10068.0,,Landslide blocks NH-34,"Night of heavy rains and snowfall triggers landslide that blocks road at Bhatwari, strands family in car for night","Bhatwari, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 01:19:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.6179215,30.81350174,,
220,2017-04-05 13:19:00,The Echo of India,http://echoofindia.com/guwahati-landslide-kills-2-labourers-guwahati-3-die-lightning-strikes-across-assam-125768,10974.0,,Fatal landslide in Bonda,Two killed in Bonda neighborhood of Guwahati by landslide triggered by incessant rainfall. Article: The landslide triggered by heavy rainfall since one week here caused a huge chunk of earth to come down the hill and fall on the two labourers engaged by a private school for cutting earth in Bonda area.,"Bonda, Guwahati, Assam, India",5km,landslide,continuous_rain,medium,urban,2.0,0.0,,,,,,,,,,,,08/03/2017 01:19:00 PM,12/08/2017 08:37:00 PM,02/15/2018 03:51:00 PM,91.85294885,26.16066111,,
221,2017-04-04 12:57:00,DNA,http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478,10980.0,,Landslide in Mahur,"The rains also caused landslide and landslip in several places in Dima Hasao district headquarters of Haflong and many other places like Harangajao, N Leikul, Mahur and Phaiding for the past couple of days, according to Dima Hasao district administration.","Mahur, Assam, India",1km,landslide,rain,small,natural_slope,0.0,0.0,,,,,,,,,,,,08/04/2017 12:57:00 PM,12/08/2017 08:46:00 PM,02/15/2018 03:51:00 PM,93.118105,25.181453,,
222,2017-04-04 12:57:00,DNA,http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478,10977.0,,Landslides along National Highway 54,The National Highway 54 connecting Haflong and Lumding in the district with Silchar in Cachar district was closed in many places today due to landslides.,,50km,landslide,rain,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 12:57:00 PM,12/08/2017 08:46:00 PM,02/15/2018 03:51:00 PM,93.141692,25.481623,,
223,2017-04-04 12:57:00,DNA,http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478,10979.0,,Landslide in Phaiding,"The rains also caused landslide and landslip in several places in Dima Hasao district headquarters of Haflong and many other places like Harangajao, N Leikul, Mahur and Phaiding for the past couple of days, according to Dima Hasao district administration.



","Phaiding, Assam, India",1km,landslide,rain,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 12:57:00 PM,12/08/2017 08:46:00 PM,02/15/2018 03:51:00 PM,93.172758,25.195355,,
224,2017-04-04 12:57:00,DNA,http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478,10976.0,,Landslide in Harangajao,"The rains also caused landslide and landslip in several places in Dima Hasao district headquarters of Haflong and many other places like Harangajao, N Leikul, Mahur and Phaiding for the past couple of days, according to Dima Hasao district administration.","Harangajao, Assam, India",1km,landslide,rain,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 12:57:00 PM,12/08/2017 08:46:00 PM,02/15/2018 03:51:00 PM,92.853913,25.118398,,
225,2017-04-04 12:57:00,DNA,http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478,10978.0,,Landslide in N. Leikul,"The rains also caused landslide and landslip in several places in Dima Hasao district headquarters of Haflong and many other places like Harangajao, N Leikul, Mahur and Phaiding for the past couple of days, according to Dima Hasao district administration.","N. Leikul, Assam, India",1km,landslide,rain,small,above_road,0.0,0.0,,,,,,,,,,,,08/04/2017 12:57:00 PM,12/08/2017 08:46:00 PM,02/15/2018 03:51:00 PM,93.04681,25.132228,,
226,2017-03-16 16:46:00,JagoNews24,https://www.jagonews24.com/en/national/news/20458,10983.0,,Jaflong Landslide Caused by Illegal Stone Picking,"Two labours have been killed and two others injured while picking stones illegally at Jaflong area in Gowainghat upazila of Sylhet district. The deceased were identified as Akram Mia and Lesu Mia, both are hailing from Tukerbazar area of Sylhet. Police and local sources said that four people were illegally trying to pick stone to make a hole at Nayabosti area. At one stage, a heavy chunk of mud collapsed on them, leaving the duo died on the spot. The injured were rushed to Sylhet Osmani Medical College Hospital.","Noyabosti area beside the Piyan River, Jaflong, Gowainghat upazila, Sylhet District, Bangladesh, Y:25.178619 X:92.012806",5km,landslide,mining,small,above_river,2.0,2.0,,https://www.jagonews24.com/media/imgAll/2016October/Sylhet-pic2017031612503020170316165734.jpg,Exact time 8:30am,,,,,,,,,10/04/2017 04:46:00 PM,12/08/2017 08:47:00 PM,02/15/2018 03:51:00 PM,92.012806,25.178619,,
227,2017-02-04 21:44:00,CNN,http://www.cnn.com/2017/02/06/asia/avalanche-afghanistan-pakistan/index.html,10920.0,,"Garam Chashma, Deadly Landslides Across Pakistan and Afghanistan","In Pakistan, an avalanche rocked the district of Chitral late Saturday, when most were asleep. In the high-altitude Garam Chashma area, 13 have been confirmed dead and 19 have been injured, said Shahab Ahmed, the district coordination officer of Chitral. The dead in Garam Chashma include four women, four children and one man, Ahmed said. The devastating wave of pounding snow and ice left 19 houses in the area damaged.","Garam Chashma, Khyber Pakhtunkhwa, Pakistan",1km,snow_avalanche,snowfall_snowmelt,large,natural_slope,13.0,19.0,,,,,,,,,,,,10/23/2017 08:44:00 PM,12/08/2017 04:28:00 PM,02/15/2018 03:51:00 PM,71.56077472,35.99797569,,
228,2017-02-04 21:44:00,India Today in,http://indiatoday.intoday.in/story/jammu-srinagar-highway-closed-fourth-day-landslides-snowfall/1/875629.html,10836.0,,Jammu-Srinagar Highway Landslides between Ramban and Ramsu,"Due to fresh snowfall on the highway, particularly at Qazigund, Jawahar tunnel, Shaitan Nallah and Banihal and landslides between Ramban and Ramsu, the highway was again closed for any traffic movement, a traffic police official said.","NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",10km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,,,,,,,,,,,,10/23/2017 08:44:00 PM,12/05/2017 06:40:00 PM,02/15/2018 03:51:00 PM,75.17529327,33.27070612,,
229,2017-02-04 21:44:00,CNN,http://www.cnn.com/2017/02/06/asia/avalanche-afghanistan-pakistan/index.html,10922.0,,"Chitral, Deadly Avalanches Across Pakistan and Afghanistan","Across the border, in Pakistan, an avalanche rocked the district of Chitral late Saturday, when most were asleep. Ahmed said that at least one soldier was killed in Chitral after snow hit a guard post in a separate avalanche, and six soldiers were injured after the incident.","Chitral, Khyber Pakhtunkhwa, Pakistan",10km,snow_avalanche,snowfall_snowmelt,large,natural_slope,1.0,6.0,,,,,,,,,,,,10/23/2017 08:44:00 PM,12/08/2017 04:28:00 PM,02/15/2018 03:51:00 PM,71.77677082,35.85332031,,
230,2017-02-05 19:27:00,Greater Kashmir,http://www.greaterkashmir.com/news/pir-panjal/story/240567.html,10830.0,,Seri area Landslide on Srinagar-Jammu Highway,"The strategic Srinagar-Jammu highway was closed for traffic on Sunday after overnight rains triggered landslides at several places. A traffic police official said that landslides hit the highway at Seri, Mihar, Maroog and Sher Bibi areas.","NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",1km,landslide,rain,unknown,above_road,0.0,0.0,,,,,,,,,,,,10/25/2017 06:27:00 PM,12/05/2017 06:40:00 PM,02/15/2018 03:51:00 PM,75.21350071,33.24823884,,
231,2017-04-23 20:27:00,AGU Landslide Blog,http://blogs.agu.org/landslideblog/2017/05/17/kurbu-tash-landslide/,10904.0,,Massive landslide hits Kurbu-Tash village,"Article: ""The landslide that started moving and damaging houses earlier engulfed 56 houses in total, the press service of the Ministry of Emergency Situations said.  As of May 13, some 35 power poles and several social objects are among those damaged by landslide.  No victims were reported. The residents of the village have been earlier relocated.  Employees of the Ministry removed all valuable things from houses and objects.  Now 61 houses, a school, a kindergarten, a rural health post and a mosque are under the landslide threat.  The massive landslide with the volume of 2.8 million cubic meters hit Kurbu-Tash village on April 23-24 and damaged 84.8 ha of agricultural land...Note the hummocky terrain that is so characteristic of landslides, and the huge lateral scarp cutting across the landscape. Second, there are signs that this landslide is very actively retrogressing and enlarging.","Kurbu-Tash, Osh, Kyrgyzstan",50km,landslide,unknown,very_large,natural_slope,0.0,0.0,,http://blogs.agu.org/landslideblog/files/2017/05/17_05-Kurbu-Tash-5-e1495003055454.jpg,,,,,,,,,,07/13/2017 08:27:00 PM,12/07/2017 09:19:00 PM,02/15/2018 03:51:00 PM,73.65631116,40.74603915,,
232,2017-04-23 18:27:00,Asia-Plus,https://www.asiaplus.tj/en/node/239050,10913.0,,Mud flow in Ozodagon,"Mud flow destroys 6 houses, occupants escape safely","Ozodagon (??), Rasht Valley, Jirgatol District, Tajikistan",25km,earth_flow,rain,medium,natural_slope,0.0,0.0,,https://www.asiaplus.tj/sites/default/files/articles/239050/mudflow.jpeg,,,,,,,,,,07/18/2017 06:27:00 PM,12/07/2017 09:56:00 PM,02/15/2018 03:51:00 PM,71.50740153,39.34103606,,
233,2017-04-23 18:27:00,AKI Press,http://akipress.com/news:591627/,10905.0,,Fatal landslide in Jany-Hayat village,"Landslide in village kills two, seriously injures two others","Jany-Hayat (??), Bazar-Korgon, Jalal-Abad",50km,landslide,rain,medium,unknown,2.0,2.0,,,"All info gleaned from a single sentence, article behind paywall",,,,,,,,,07/18/2017 06:27:00 PM,12/07/2017 09:19:00 PM,02/15/2018 03:51:00 PM,72.88352146,41.16099153,,
234,2017-01-25 19:44:00,The New Indian Express,http://www.newindianexpress.com/nation/2017/jan/27/fresh-avalanches-in-jammu--kashmir-toll-rises-to-20-1564077.html,10940.0,,"Uri Sector Avalanche in Baramulla District, 60-year-old man dies",A 60-year-old man died after he came under an avalanche in Uri sector of Baramulla district. Fateh Mohammad Mughal ventured out of his home last evening when he came under an avalanche.,"Uri, Baramula, Jammu & Kashmir",1km,snow_avalanche,snowfall_snowmelt,medium,natural_slope,1.0,0.0,,,,,,,,,,,,10/27/2017 06:44:00 PM,12/08/2017 07:48:00 PM,02/15/2018 03:51:00 PM,74.03027722,34.08452617,,
235,2017-01-25 19:44:00,The New Indian Express,http://www.newindianexpress.com/nation/2017/jan/27/fresh-avalanches-in-jammu--kashmir-toll-rises-to-20-1564077.html,10939.0,,Two Gurez Sector Avalanches Trap Soldiers Under Debris,"Two avalanches hit army personnel in Gurez sector on Wednesday evening trapping several soldiers under the debris. While seven personnel were rescued alive by the teams, bodies of 10 soldiers were recovered yesterday.","Gurez, Bandipore, Jammu & Kashmir",1km,snow_avalanche,snowfall_snowmelt,medium,natural_slope,10.0,7.0,,,,,,,,,,,,10/27/2017 06:44:00 PM,12/08/2017 07:34:00 PM,02/15/2018 03:51:00 PM,74.77415081,34.63639,,
236,2017-03-30 20:28:00,Nagaland Post,http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDExMjEyMg%3D%3D,11150.0,,NH-37 Landslide in the Tamenglong District,"Heavy overnight rainfall and hailstone caused a landslide on NH-37 in the Tamenglong district, between T. Laijang and K.Sinam villages. It blocked heavy vehicles on the road, but light vehicles could drive around the affected area.","NH-37, between T. Laijang and K. Sinam villages, Tamenglong district, Manipur, 795008",10km,landslide,downpour,small,above_road,0.0,0.0,,,Landslide occurred sometime in the early morning.,,,,,,,,,09/13/2017 08:28:00 PM,12/20/2017 03:21:00 PM,02/15/2018 03:51:00 PM,93.72386429,24.79591421,,
237,2017-02-03 18:09:00,The Tribune,http://www.tribuneindia.com/news/jammu-kashmir/vehicles-stuck-at-nh-44-for-second-day-due-to-landslides/359113.html,10828.0,,Digdol Landslide Blocks NH-44,"Hundreds of passengers were stranded between Batote and Ramban on NH44 since yesterday morning following landslides at Mehad, 4 km short of Ramban town, and at Digdol.","NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",1km,landslide,unknown,medium,above_road,0.0,0.0,,http://images.tribuneindia.com/cms/gall_content/2017/2/2017_2$largeimg04_Saturday_2017_004633209.jpg,,,,,,,,,,10/25/2017 05:09:00 PM,12/05/2017 06:40:00 PM,02/15/2018 03:51:00 PM,75.18163117,33.30044087,,
238,2017-03-27 15:09:00,The Pioneer,http://www.dailypioneer.com/state-editions/bhubaneswar/panic-as-landslide-occurs.html,10954.0,,MCL Jagannath Area Landslide,"A landslide occurred in the Mahanadi Coalfields Limited (MCL) Jagannath area on Monday night. Though no human casualties were reported, but some machineries engaged in mining works, were feared to be buried.  The landslide took place in 200 metre length and 100 metre depth. As it happened in late night, no worker was working at that moment. But the sliding was so terrifying that the people of the village of Rakasbahal are still in utter shock and apprehension. This is the third such incident.","Mahanadi Coalfields Limited (MCL) Jagannath OCP, Between 20°56'00.0""N 85°08'39.0""E and 20°57'31.0""N 85°10'43.0""E, Coordinates for specific point are Y:20.944738 X:85.156627",5km,landslide,mining,medium,mine,0.0,0.0,,,"Exact time is unknown, but landslide took place at night.",,,,,,,,,09/19/2017 03:09:00 PM,12/08/2017 08:02:00 PM,02/15/2018 03:51:00 PM,85.156627,20.944738,,
239,2017-02-22 22:45:00,Dawn,https://www.dawn.com/news/1316412/passengers-stranded-as-landslide-blocks-road-in-shangla,10930.0,,Shangla-Swat Road Landslide in Ranyal Area,"The Shangla-Swat Road was blocked owing to a huge landslide here on Wednesday. Police said that big boulders and stones rolled down from the mountains and blocked the road in Ranyal area. As a result, a large number of cars and passenger vehicles were stranded.","Shangla-Swat Road, in Ranyal, Pakistan",1km,landslide,rain,small,above_road,0.0,0.0,,https://i.dawn.com/large/2017/02/58ade732998cc.gif,,,,,,,,,,10/13/2017 09:45:00 PM,12/08/2017 07:31:00 PM,02/15/2018 03:51:00 PM,72.79989006,34.89483946,,
240,2017-02-18 20:51:00,ReliefWeb,https://reliefweb.int/report/pakistan/pakistan-pdma-kp-special-report-avalanchelandslide-incidents-district-chital-period,10924.0,,Lowari Tunnel Landslide Traps 14 SAMBU Company Members,"A number of separate incidents of Avalanches and landslides were recorded during last 24 hours in different parts of District Chitral. This was followed by another incident of landslide on the North portal of Lawri Tunnel trapping 14 personnel of SAMBU Company’s workshop. District Administration Chitral, Chitral Scouts, Pak Army and SAMBU Company mounted rescue and relief operations, rescuing 7 of the 14 alive while 7 others (3 from Darosh and 4 from Punjab) unfortunately lost their lives.","Lowari Tunnel, Chitral Side, Lowari Tunnel Road, Pakistan",5km,landslide,rain,unknown,natural_slope,7.0,7.0,,,Date approximated from timing of other events in the article.,,,,,,,,,10/13/2017 07:51:00 PM,12/08/2017 04:28:00 PM,02/15/2018 03:51:00 PM,71.786687,35.378269,,
241,2017-02-15 22:56:00,The Shillong Times,http://www.theshillongtimes.com/2017/02/16/2-die-in-quarry-landslide/,10989.0,,Stone Quarry Landslide in Lamlyer,"Two persons died in a landslide at a stone quarry at Lamlyer near Mawlyngngad in East Khasi Hills on Wednesday. Police said two persons, Edwin Kharbihkhiew (42) and Pynbhalang Kharsohnoh (35), were buried alive. The bodies have been shifted to Shillong civil hospital for postmortem.","Mawryngkneng, East Khasi Hills, Meghalaya",1km,landslide,mining,small,mine,2.0,0.0,,,,,,,,,,,,10/19/2017 09:56:00 PM,12/08/2017 08:51:00 PM,02/15/2018 03:51:00 PM,91.9630294,25.51826286,,
